Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Secondary_Pos
Ferdi Kadioglu,TUR,DF,24.0,6.0,5.0,385.0,4.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,MF
Diego Gómez,PAR,MF,21.0,16.0,4.0,516.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,
James Milner,ENG,MF,38.0,4.0,3.0,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
Julio Enciso,PAR,MF,20.0,12.0,2.0,294.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW
Evan Ferguson,IRL,FW,19.0,13.0,2.0,246.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,
Jason Steele,ENG,GK,33.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Solly March,ENG,FW,30.0,8.0,1.0,168.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,MF
Billy Gilmour,SCO,MF,23.0,2.0,1.0,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Eiran Cashin,IRL,DF,22.0,2.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jakub Moder,POL,MF,25.0,4.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,,Performance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jeremy Sarmiento,ECU,MF,22.0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Harry Howell,ENG,FW,15.0,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Valentín Barco,ARG,DF,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF
Killian Cahill,IRL,GK,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Joe Knight,ENG,MF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Ruairi Mcconville,NIR,DF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Mark O'Mahony,IRL,FW,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Carl Rushworth,ENG,GK,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Imari Samuels,ENG,DF,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Freddie Simmonds,ENG,DF,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jacob Slater,IRL,DF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Charlie Tasker,ENG,DF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
